"종목","기호","거래소","부문","산업"
"Capitol Federal Financial","CFFN","나스닥","금융","지방 은행"
"OM Asset","BSIG","뉴욕","금융","투자 서비스"
"Northwest Bshre","NWBI","나스닥","금융","저축대부조합/저축은행"
"Ladder Capital A","LADR","뉴욕","금융","소비자 금융 서비스"
"Waddell & Reed","WDR","뉴욕","금융","투자 서비스"
"Fannie Mae","FNMA","OTC Markets","금융","소비자 금융 서비스"
"Heartland Fin.","HTLF","나스닥","금융","지방 은행"
"Park National","PRK","뉴욕","금융","지방 은행"
"NBT Bancorp Inc","NBTB","나스닥","금융","지방 은행"
"Westamerica BC","WABC","나스닥","금융","지방 은행"
"WSFS Financial","WSFS","나스닥","금융","지방 은행"
"Third Point Rens","TPRE","뉴욕","금융","보험 (손해)"
"LendingClub Corp","LC","뉴욕","금융","소비자 금융 서비스"
"First Busey","BUSE","나스닥","금융","지방 은행"
"S&T Bancorp","STBA","나스닥","금융","지방 은행"
"젠워스","GNW","뉴욕","금융","보험 (생명)"
"First Commonwe.","FCF","뉴욕","금융","지방 은행"
"1st Source Corp","SRCE","나스닥","금융","지방 은행"
"Cannae","CNNE","뉴욕","금융","다종 금융 서비스"
"Och Ziff Capital Manage Grp","OZM","뉴욕","금융","투자 서비스"
"Employers Hldg","EIG","뉴욕","금융","보험(상해와 건강)"
"Infinity Prop","IPCC","나스닥","금융","보험 (손해)"
"OceanFirst Fin.","OCFC","나스닥","금융","지방 은행"
"First Bancorp","FBP","뉴욕","금융","지방 은행"
"Brookline BCorp","BRKL","나스닥","금융","지방 은행"
"BPFH Inc","BPFH","나스닥","금융","지방 은행"
"WisdomTree Inv","WETF","나스닥","금융","투자 서비스"
"FB Financial","FBK","뉴욕","금융","지방 은행"
"Piper Jaffray","PJC","뉴욕","금융","투자 서비스"
"Southside BShrs","SBSI","나스닥","금융","지방 은행"
"State Auto Fin.","STFC","나스닥","금융","보험 (손해)"
"United Fire","UFCS","나스닥","금융","보험 (손해)"
"TPG RE Finance","TRTX","뉴욕","금융","소비자 금융 서비스"
"Safety Insu","SAFT","나스닥","금융","보험 (손해)"
"Beneficial Mut","BNCL","나스닥","금융","지방 은행"
"State Bank Fin.","STBZ","나스닥","금융","지방 은행"
"Lakeland Fin.","LKFN","나스닥","금융","지방 은행"
"Encore Cptl Gr","ECPG","나스닥","금융","지방 은행"
"Tompkins Fin.","TMP","뉴욕","금융","지방 은행"
"Berkshire Hathaway Inc","BRKa","뉴욕","금융","보험 (손해)"
"버크셔 해서웨이 B","BRKb","뉴욕","금융","보험 (손해)"
"JP 모건","JPM","뉴욕","금융","투자 서비스"
"뱅크 오브 아메리카","BAC","뉴욕","금융","지방 은행"
"웰스 파고","WFC","뉴욕","금융","지방 은행"
"유나이티드헬스","UNH","뉴욕","금융","보험(상해와 건강)"
"시티그룹","C","뉴욕","금융","지방 은행"
"Mastercard","MA","뉴욕","금융","소비자 금융 서비스"
"Royal Bank of Canada RBC","RY","뉴욕","금융","저축대부조합/저축은행"
"Toronto Dominion Bank","TD","뉴욕","금융","지방 은행"
"모건 스탠리","MS","뉴욕","금융","투자 서비스"
"골드만 삭스","GS","뉴욕","금융","투자 서비스"
"PayPal Holdings Inc","PYPL","나스닥","금융","소비자 금융 서비스"
"블랙록","BLK","뉴욕","금융","투자 서비스"
"US 뱅코프","USB","뉴욕","금융","지방 은행"
"아메리칸 익스프레스 사","AXP","뉴욕","금융","소비자 금융 서비스"
"Bank of Nova Scotia","BNS","뉴욕","금융","단기금융시장은행"
"PNC 파이낸셜","PNC","뉴욕","금융","지방 은행"
"찰스 슈왑","SCHW","뉴욕","금융","투자 서비스"
"UBS Group","UBS","뉴욕","금융","투자 서비스"
"Chubb","CB","뉴욕","금융","보험 (손해)"
"Altaba","AABA","나스닥","금융","다종 금융 서비스"
"National Art Exchange","NAEX","OTC Markets","금융","다종 금융 서비스"
"Anthem Inc","ANTM","뉴욕","금융","보험(상해와 건강)"
