Name,Symbol,Exchange,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Chongqing Chuanyi Automation,603100,상하이,기초 소재,다종 조립 제품,O,null,null
Jinlu A,510,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Zhejiang Zhongxin Fluoride A,2915,심천,기초 소재,화학제조,O,null,null
Guizhou Jiulian A,2037,심천,기초 소재,화학제조,O,null,null
Lutianhua A,912,심천,기초 소재,화학제조,O,null,null
Hangzhou XZB Tech,603040,상하이,기초 소재,다종 조립 제품,O,null,null
Shanghai Baosteel Packaging,601968,상하이,기초 소재,컨테이너와 포장,O,null,null
Shandong Shida Shenghua Chemical,603026,상하이,기초 소재,화학제조,O,null,null
Zhongmin Energy,600163,상하이,기초 소재,종이와 종이 제품,O,null,null
Kaimeite Gases A,2549,심천,기초 소재,화학제조,O,null,null
Sichuan Western Resources,600139,상하이,기초 소재,금속 광업,O,null,null
Younglight A,635,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Nantong Acetic Acid Chemical,603968,상하이,기초 소재,화학제조,O,null,null
Suzhou Tianma Specialty Chem,2453,심천,기초 소재,화학제조,O,null,null
Yunnan Coal Energy,600792,상하이,기초 소재,철과 철강,O,null,null
Jiangyin Haida A,300320,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Guangdong Rongtai Industry,600589,상하이,기초 소재,화학제조,O,null,null
Shen Ma Industry,600810,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Aishida Elec A,2403,심천,기초 소재,다종 조립 제품,O,null,null
Malion New Materials,300586,심천,기초 소재,화학제조,O,null,null
SVG Optronics,300331,심천,기초 소재,컨테이너와 포장,O,null,null
Ningbo Orient Wires and Cables,603606,상하이,기초 소재,다종 조립 제품,O,null,null
Luxin Packing A,2565,심천,기초 소재,컨테이너와 포장,O,null,null
Jiangyin Jianghua Micro,603078,상하이,기초 소재,화학제조,O,null,null
Zhongnongfa Seed,600313,상하이,기초 소재,화학제조,O,null,null
Zhejiang Zanyu Technology A,2637,심천,기초 소재,화학제조,O,null,null
Shantou Wanshun Package Material,300057,심천,기초 소재,금속 광업,O,null,null
Western Metal A,2149,심천,기초 소재,금속 광업,O,null,null
South Huiton A,920,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Guangdong Sky Dragon Printing Ink,300063,심천,기초 소재,화학제조,O,null,null
Asia Cuanon Tech Shanghai,603378,상하이,기초 소재,화학제조,O,null,null
Wanma Tech,300698,심천,기초 소재,다종 조립 제품,O,null,null
Rianlon,300596,심천,기초 소재,화학제조,O,null,null
Nanjing Huamai,603042,상하이,기초 소재,다종 조립 제품,O,null,null
Polymer Biochem A,2476,심천,기초 소재,화학제조,O,null,null
Puyang Huicheng Electronic Material,300481,심천,기초 소재,화학제조,O,null,null
Hubei Kailong Chemical,2783,심천,기초 소재,화학제조,O,null,null
Tianjin Motimo Membrane Tech,300334,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Jiangyin Electrical Alloy,300697,심천,기초 소재,다종 조립 제품,O,null,null
Suzhou Yangtze New Materials,2652,심천,기초 소재,컨테이너와 포장,O,null,null
Sichuan Em Tech,601208,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
Lily Group,603823,상하이,기초 소재,화학제조,O,null,null
Jinling Mining A,655,심천,기초 소재,금속 광업,O,null,null
Shandong Guangze Food,600882,상하이,기초 소재,금속 광업,O,null,null
Xinhui Meida A,782,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Shandong Donghong Pipe A,603856,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
Guangdong Redwall New Materials,2809,심천,기초 소재,화학제조,O,null,null
Zhejiang Kan A,2012,심천,기초 소재,종이와 종이 제품,O,null,null
Shandong Lubei Chemical,600727,상하이,기초 소재,화학제조,O,null,null
Sichuan Chuanhuan Tech,300547,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Ningbo Runhe A,300727,심천,기초 소재,화학제조,O,null,null
Guangdong Xiongsu,300599,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Changchun Gas,600333,상하이,기초 소재,철과 철강,O,null,null
Chengdu Guibao Science Tech,300019,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Zhejiang Jinghua Laser,603607,상하이,기초 소재,컨테이너와 포장,O,null,null
Xibei Bearing A,595,심천,기초 소재,다종 조립 제품,O,null,null
Zhejiang Huazheng New,603186,상하이,기초 소재,다종 조립 제품,O,null,null
Shentong Valve A,2438,심천,기초 소재,다종 조립 제품,O,null,null
Shenzhen King Explorer A,2917,심천,기초 소재,화학제조,O,null,null
Zj Dongliang A,2082,심천,기초 소재,다종 조립 제품,O,null,null
Yuexingchang A,819,심천,기초 소재,화학제조,O,null,null
Hangzhou Youngsun Equipment,603901,상하이,기초 소재,컨테이너와 포장,O,null,null
Xinjiang Xuefeng Sci-Tech,603227,상하이,기초 소재,화학제조,O,null,null
King-Strong New Material,300629,심천,기초 소재,금속 광업,O,null,null
Jiangsu Flag Chemical,300575,심천,기초 소재,화학제조,O,null,null
Jiangxi Guotai Industrial Explosive,603977,상하이,기초 소재,화학제조,O,null,null
Huasu Holdings Co Ltd,509,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Henan Qingshuiyuan Technology,300437,심천,기초 소재,화학제조,O,null,null
Lanfeng Chemical A,2513,심천,기초 소재,화학제조,O,null,null
Xt Electrochem A,2125,심천,기초 소재,화학제조,O,null,null
Gansu Ronghua Industry,600311,상하이,기초 소재,금과 은,O,null,null
Double Arrow A,2381,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Guangdong Enpack,2846,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Tibet GaoZheng Explosive,2827,심천,기초 소재,화학제조,O,null,null
Orient Tanta A,962,심천,기초 소재,금속 광업,O,null,null
Fujian Jinsen Forestry A,2679,심천,기초 소재,임업과 목재 제품,O,null,null
Tianjin Jingwei Electric Wire,300120,심천,기초 소재,다종 조립 제품,O,null,null
Shenyang Hejin Holding Invest,633,심천,기초 소재,다종 조립 제품,O,null,null
Epoxy Base Electronic,603002,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Luyin Investment,600784,상하이,기초 소재,철과 철강,O,null,null
Guangdong Hoshion,2824,심천,기초 소재,다종 조립 제품,O,null,null
Shenzhentran New Material A,300731,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Hongbaoli A,2165,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Letong Chemical A,2319,심천,기초 소재,화학제조,O,null,null
Jiangxi Selon Industrial,2748,심천,기초 소재,화학제조,O,null,null
Panda Financial,600599,상하이,기초 소재,화학제조,O,null,null
Tianjin Pengling Rubber Hose,300375,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Anhui Zhongyuan New Materials,603527,상하이,기초 소재,다종 조립 제품,O,null,null
Shandong Geo Mineral A,409,심천,기초 소재,금속 광업,O,null,null
Tianyuan Tech A,2057,심천,기초 소재,다종 조립 제품,O,null,null
Nanjing Julong Science A,300644,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Sanxia Paints A,565,심천,기초 소재,화학제조,O,null,null
Annada Titanium A,2136,심천,기초 소재,화학제조,O,null,null
Shenzhen CDL Precision,300686,심천,기초 소재,화학제조,O,null,null
Chengxing Chemical,600078,상하이,기초 소재,화학제조,O,null,null
Jiangxi Xinyu Guoke A,300722,심천,기초 소재,화학제조,O,null,null
Tong Da Cable A,2560,심천,기초 소재,다종 조립 제품,O,null,null
Shandong Huapeng Glass,603021,상하이,기초 소재,컨테이너와 포장,O,null,null
Kunshan Kinglai Hygienic Materials,300260,심천,기초 소재,다종 조립 제품,O,null,null
Fujian Green Pine Co Ltd,300132,심천,기초 소재,화학제조,O,null,null
Shanxi Sanwei Group,755,심천,기초 소재,다종 조립 제품,O,null,null
Dymatic Chemical A,2054,심천,기초 소재,화학제조,O,null,null
Wuxi Acryl Tech,603722,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Guizhou Redstar Dev,600367,상하이,기초 소재,화학제조,O,null,null
Hengda Hi Tech A,2591,심천,기초 소재,화학제조,O,null,null
Jiangsu Kuangshun Photosensitivity,300537,심천,기초 소재,화학제조,O,null,null
Hubei Zhenhua Chemical,603067,상하이,기초 소재,화학제조,O,null,null
Suzhou Xingye Materials Tech,603928,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Sh Xinpeng A,2328,심천,기초 소재,금속 광업,O,null,null
Suzhou Hycan,2787,심천,기초 소재,컨테이너와 포장,O,null,null
Chahua Modern Housewares,603615,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
Shanghai Sunglow Packaging,603499,상하이,기초 소재,컨테이너와 포장,O,null,null
Xiangyang Auto A,678,심천,기초 소재,다종 조립 제품,O,null,null
Dalian Bio-Chem,603360,상하이,기초 소재,화학제조,O,null,null
Shanghai Smith Adhesive,603683,상하이,기초 소재,화학제조,O,null,null
Yihua Chem A,422,심천,기초 소재,화학제조,O,null,null
Shenzhen Geoway,600462,상하이,기초 소재,종이와 종이 제품,O,null,null
Guofeng Plast A,859,심천,기초 소재,컨테이너와 포장,O,null,null
Nanfang Bearing A,2553,심천,기초 소재,다종 조립 제품,O,null,null
Sz Beauty Star A,2243,심천,기초 소재,컨테이너와 포장,O,null,null
Yorhe Fluid Intelligent,2795,심천,기초 소재,다종 조립 제품,O,null,null
Anhui Liuguo Chemical,600470,상하이,기초 소재,화학제조,O,null,null
Guangdong Guoli A,300716,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Ningbo Tianlong Electronics,603266,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
CHTC Helon,677,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Jiangsu Tongguang Electronic,300265,심천,기초 소재,다종 조립 제품,O,null,null
Wuxi Honghui New Materials Tech,2802,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Shenzhen Prince New Materials,2735,심천,기초 소재,컨테이너와 포장,O,null,null
Sichuan Huiyuan Optical Com,586,심천,기초 소재,다종 조립 제품,O,null,null
Beihai Gofar Marine Bio,600538,상하이,기초 소재,화학제조,O,null,null
Liaoning Fu-An Heavy Industry,603315,상하이,기초 소재,철과 철강,O,null,null
Jouder Precision Industry Kunshan,300549,심천,기초 소재,다종 조립 제품,O,null,null
Tond Chemical A,2360,심천,기초 소재,화학제조,O,null,null
Zhejiang Shengyang Tech,603703,상하이,기초 소재,다종 조립 제품,O,null,null
Nanling Ind A,2096,심천,기초 소재,화학제조,O,null,null
JiangXi ChangJiu Bio,600228,상하이,기초 소재,화학제조,O,null,null
Baoding Heavy Industry Co Ltd,2552,심천,기초 소재,다종 조립 제품,O,null,null
Zhejiang Jiaao Enprotech,603822,상하이,기초 소재,화학제조,O,null,null
Hangzhou Prevail Optoelectronic,300710,심천,기초 소재,다종 조립 제품,O,null,null
Guangdong Tianan New Material,603725,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
ChongQing Zhengchuan Pharma,603976,상하이,기초 소재,컨테이너와 포장,O,null,null
Suzhou Sunmun Tech,300522,심천,기초 소재,화학제조,O,null,null
Hunan Haili Chemical,600731,상하이,기초 소재,화학제조,O,null,null
Suzhou Crystal Clear Chemical,300655,심천,기초 소재,화학제조,O,null,null
Jiangsu Hongda New Material,2211,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Shandong Cynda Chemical,603086,상하이,기초 소재,화학제조,O,null,null
Baotou Dongbao Bio Tech,300239,심천,기초 소재,화학제조,O,null,null
Jiangyin Hengrun Heavy,603985,상하이,기초 소재,다종 조립 제품,O,null,null
Kunming Chuan Jin Nuo Chemical,300505,심천,기초 소재,화학제조,O,null,null
Hangzhou Gaoxin Rubber & Plastic,300478,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Lotus Health,600186,상하이,기초 소재,화학제조,O,null,null
Zhaoqing Hua Feng A,2806,심천,기초 소재,금속 광업,O,null,null
Shandong Ruifeng Chemical,300243,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Huali Industries,603038,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
Hechi Chemical A,953,심천,기초 소재,화학제조,O,null,null
Xiakelor Spinning,2015,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Changzhou Langbo A,603655,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
Shanghai Vohringer Wood,603226,상하이,기초 소재,임업과 목재 제품,O,null,null
Sanxiang Advanced Materials,603663,상하이,기초 소재,화학제조,O,null,null
Daqing Huake A,985,심천,기초 소재,화학제조,O,null,null
Yaxing Chem,600319,상하이,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Zhejiang Yangfan New Materials,300637,심천,기초 소재,화학제조,O,null,null
Guangzhou Jointas Chemical,2909,심천,기초 소재,화학제조,O,null,null
Zhejiang Tiantie Industry,300587,심천,기초 소재,조립식 플라스틱과 고무,O,null,null
Guangdong Dazhi Environmental,300530,심천,기초 소재,화학제조,O,null,null
Shenzhen WOTE Materials,2886,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Jiangsu Yida Chemical A,300721,심천,기초 소재,화학제조,O,null,null
Zhejiang Sanwei Rubber,603033,상하이,기초 소재,조립식 플라스틱과 고무,O,null,null
New East New Materials,603110,상하이,기초 소재,화학제조,O,null,null
Shanxi Antai,600408,상하이,기초 소재,철과 철강,O,null,null
Jiangsu SOPO Chemical,600746,상하이,기초 소재,화학제조,O,null,null
Ningbo Xianfeng New Material,300163,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Jiangsu LiXing General Steel Ball,300421,심천,기초 소재,다종 조립 제품,O,null,null
Mudanjiang Hengfeng,600356,상하이,기초 소재,종이와 종이 제품,O,null,null
Shenyang Cuihua Jewelry,2731,심천,기초 소재,다종 조립 제품,O,null,null
Great Wall Acg A,835,심천,기초 소재,철과 철강,O,null,null
Jiangsu Huaxin A,300717,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Jiangsu Newamstar Packaging,300509,심천,기초 소재,컨테이너와 포장,O,null,null
Shanghai Haishun New Pharma,300501,심천,기초 소재,금속 광업,O,null,null
Anhui Huangshan Capsule,2817,심천,기초 소재,화학제조,O,null,null
Hamaton Automotive,300643,심천,기초 소재,다종 조립 제품,O,null,null
Shandong Rike Chemical,300214,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Double Elephant A,2395,심천,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Beijing Comens New Materials,300200,심천,기초 소재,화학제조,O,null,null
Shandong Head,2810,심천,기초 소재,화학제조,O,null,null
Shanghai Xintonglian Packaging,603022,상하이,기초 소재,컨테이너와 포장,O,null,null
HangZhou Radical Energy,300652,심천,기초 소재,다종 조립 제품,O,null,null
Gd Jingyi Metal A,2295,심천,기초 소재,다종 조립 제품,O,null,null
Yunnan Jinggu Forestry,600265,상하이,기초 소재,화학제조,O,null,null
Shandong Fengyuan Chemical,2805,심천,기초 소재,화학제조,O,null,null
Yangzhou Chenhua,300610,심천,기초 소재,화학제조,O,null,null
