Name,Symbol,Exchange,Sector,Industry,Listing_status,Delisting_date,New_listing_date
Twilio,TWLO,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Broadcom,AVGON,멕시코,테크놀로지,반도체,O,null,null
르그랑,LRN,멕시코,테크놀로지,전자 장비와 제어기,O,null,null
노스롭 그루먼,NOC,멕시코,테크놀로지,통신 장비,O,null,null
인텔,INTC,멕시코,테크놀로지,반도체,O,null,null
페이스북,FB,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
Hewlett Packard,HPE,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Illumina Inc,ILMN,멕시코,테크놀로지,과학과 기술 장비,O,null,null
오라클,ORCL,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
TE 커넥티비티,TELN,멕시코,테크놀로지,전자 장비와 제어기,O,null,null
ASML 홀딩,ASMLN,멕시코,테크놀로지,반도체,O,null,null
애플,AAPL,멕시코,테크놀로지,통신 장비,O,null,null
텍사스 인스트루먼트,TXN,멕시코,테크놀로지,반도체,O,null,null
3D Systems Corp,DDD,멕시코,테크놀로지,컴퓨터 주변기기,O,null,null
Alphabet A,GOOGL,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
엔비디아,NVDA,멕시코,테크놀로지,반도체,O,null,null
Twitter Inc,TWTR,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
자일링스,XLNX,멕시코,테크놀로지,반도체,O,null,null
Just Eat,JEN,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
Ubisoft Entertainment SA,UBIN,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Advanced Micro,AMD,멕시코,테크놀로지,반도체,O,null,null
시트릭스 시스템즈,CTXS,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Flex,FLEXN,멕시코,테크놀로지,반도체,O,null,null
퍼스트 솔라,FSLR,멕시코,테크놀로지,반도체,O,null,null
MercadoLibre,MELIN,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
SINA Corp,SINAN,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
UTStarcom Holdings,UTSI,멕시코,테크놀로지,통신 장비,O,null,null
액센츄어,ACNN,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
Check Point Software Tech,CHKPN,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Salesforce.com,CRM,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
인튜이트,INTU,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
IPG Photonics Corp,IPGP,멕시코,테크놀로지,반도체,O,null,null
리서치인모션,BBN,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
마이크로소프트,MSFT,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Allegion PLC,ALLEN,멕시코,테크놀로지,과학과 기술 장비,O,null,null
다나허,DHR,멕시코,테크놀로지,과학과 기술 장비,O,null,null
에머슨 일렉트릭,EMR,멕시코,테크놀로지,과학과 기술 장비,O,null,null
알파벳 C,GOOG,멕시코,테크놀로지,컴퓨터 서비스,O,null,null
마이크론 테크놀로지,MU,멕시코,테크놀로지,반도체,O,null,null
Spectris,SXSN,멕시코,테크놀로지,전자 장비와 제어기,O,null,null
액티비전 블리자드,ATVI,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
카그너전트,CTSH,멕시코,테크놀로지,소프트웨어와 프로그래밍,O,null,null
GMexico Transportes,GMXT,멕시코,운송,철도,O,null,null
Grupo Aeroportuario del Pacifico B,GAPB,멕시코,운송,다종 운송,O,null,null
Asur  B,ASURB,멕시코,운송,다종 운송,O,null,null
Grupo Aeroportuario del Pacifico B,GAPB,멕시코,운송,다종 운송,O,null,null
Asur  B,ASURB,멕시코,운송,다종 운송,O,null,null
PINFRA,PINFRA,멕시코,운송,다종 운송,O,null,null
Promotora y Operadora de Infraestr,PINFRAL,멕시코,운송,다종 운송,O,null,null
PINFRA,PINFRA,멕시코,운송,다종 운송,O,null,null
OHL Mexico,OHLMEX,멕시코,운송,다종 운송,O,null,null
OHL Mexico,OHLMEX,멕시코,운송,다종 운송,O,null,null
OMA B,OMAB,멕시코,운송,다종 운송,O,null,null
OMA B,OMAB,멕시코,운송,다종 운송,O,null,null
Aeromexico,AEROMEX,멕시코,운송,항공사,O,null,null
VOLARIS A,VOLARA,멕시코,운송,항공사,O,null,null
VOLARIS A,VOLARA,멕시코,운송,항공사,O,null,null
Tmm A,TMMA,멕시코,운송,수상 운송,O,null,null
델타항공,DAL,멕시코,운송,항공사,O,null,null
JetBlue Airways,JBLU,멕시코,운송,항공사,O,null,null
유니온 퍼시픽,UNP,멕시코,운송,철도,O,null,null
유나이티드파슬서비스,UPS,멕시코,운송,항공 우편,O,null,null
Royal Caribbean,RCL,멕시코,운송,수상 운송,O,null,null
United Continental Holdings,UAL,멕시코,운송,항공사,O,null,null
American Airlines,AAL,멕시코,운송,항공사,O,null,null
페덱스,FDX,멕시코,운송,항공 우편,O,null,null
캔자스 시티 서던,KSU,멕시코,운송,철도,O,null,null
사우스웨스트 에어라인,LUV,멕시코,운송,항공사,O,null,null
Aena,AENAN,멕시코,운송,다종 운송,O,null,null
Aeroports De Paris,ADPN,멕시코,운송,다종 운송,O,null,null
Air Transport Service,ATSG,멕시코,운송,항공 우편,O,null,null
Trinity Industries,TRN,멕시코,운송,철도,O,null,null
IENOVA,IENOVA,멕시코,유틸러티,천연가스 유틸러티,O,null,null
IENOVA,IENOVA,멕시코,유틸러티,천연가스 유틸러티,O,null,null
Grupo Mexicano de Desarrollo (GMD),GMD,멕시코,유틸러티,수도 유틸러티,O,null,null
엑셀론,EXC,멕시코,유틸러티,전기 유틸러티,O,null,null
Engie,ENGIN,멕시코,유틸러티,전기 유틸러티,O,null,null
에넬,ENELN,멕시코,유틸러티,전기 유틸러티,O,null,null
이베르드롤라,IBEN,멕시코,유틸러티,전기 유틸러티,O,null,null
E.ON,EOANN,멕시코,유틸러티,전기 유틸러티,O,null,null
셈프라 에너지,SRE,멕시코,유틸러티,전기 유틸러티,O,null,null
Atok Big Wedge,AB,필리핀,기초 소재,금과 은,O,null,null
Nickel Asia,NIKL,필리핀,기초 소재,금속 광업,O,null,null
Philex Mining,PX,필리핀,기초 소재,금과 은,O,null,null
A Soriano,ANS,필리핀,기초 소재,다종 조립 제품,O,null,null
SBS Philippines,SBS,필리핀,기초 소재,화학제조,O,null,null
Lepanto Consolidated,LC,필리핀,기초 소재,금과 은,O,null,null
Lepanto Consolidated B,LCB,필리핀,기초 소재,금과 은,O,null,null
Atlas Consolidated Mining,AT,필리핀,기초 소재,금속 광업,O,null,null
Apex Mining,APX,필리핀,기초 소재,금과 은,O,null,null
Century Peak Metals,CPM,필리핀,기초 소재,금속 광업,O,null,null
Chemical Industries Phili,CIP,필리핀,기초 소재,화학제조,O,null,null
Marcventures,MARC,필리핀,기초 소재,금속 광업,O,null,null
Oriental Peninsula,ORE,필리핀,기초 소재,금과 은,O,null,null
Manila Mining,MA,필리핀,기초 소재,금과 은,O,null,null
Manila Mining B,MAB,필리핀,기초 소재,금과 은,O,null,null
PHINMA,PHN,필리핀,기초 소재,철과 철강,O,null,null
Mabuhay Vinyl,MVC,필리핀,기초 소재,화학제조,O,null,null
Pacifica,PA,필리핀,기초 소재,금과 은,O,null,null
United Paragon Mining,UPM,필리핀,기초 소재,금과 은,O,null,null
Imperial Resources,IMP,필리핀,기초 소재,금과 은,O,null,null
Crown Asia Chemicals,CROWN,필리핀,기초 소재,화학제조,O,null,null
NiHAO Mineral,NI,필리핀,기초 소재,금속 광업,O,null,null
Benguet B,BCB,필리핀,기초 소재,금과 은,O,null,null
Benguet A,BC,필리핀,기초 소재,금과 은,O,null,null
LMG Chemicals,LMG,필리핀,기초 소재,화학제조,O,null,null
Geograce Resources,GEO,필리핀,기초 소재,금과 은,O,null,null
Dizon Copper Silver,DIZ,필리핀,기초 소재,금과 은,O,null,null
Ayala Land,ALI,필리핀,자본재,건설 서비스,O,null,null
Ayala,AC,필리핀,자본재,건설 서비스,O,null,null
DMCI,DMC,필리핀,자본재,건설 서비스,O,null,null
Golden Haven,HVN,필리핀,자본재,건설 서비스,O,null,null
Starmalls,STR,필리핀,자본재,건설 서비스,O,null,null
DoubleDragon,DD,필리핀,자본재,건설 서비스,O,null,null
EAGLE CEMENT,EAGLE,필리핀,자본재,건설 – 원자재,O,null,null
Holcim Philippines,HLCM,필리핀,자본재,건설 – 원자재,O,null,null
Wilcon Depot,WLCON,필리핀,자본재,건설 – 용품과 비품,O,null,null
Megawide Construction,MWIDE,필리핀,자본재,건설 서비스,O,null,null
Filinvest Land,FLI,필리핀,자본재,건설 서비스,O,null,null
8990 Holdings,HOUSE,필리핀,자본재,건설 서비스,O,null,null
Concepcion Industrial,CIC,필리핀,자본재,다종 자본재,O,null,null
Cemex Holdings,CHP,필리핀,자본재,건설 – 원자재,O,null,null
Rockwell Land,ROCK,필리핀,자본재,건설 서비스,O,null,null
EEI,EEI,필리핀,자본재,건설 서비스,O,null,null
Empire East Land,ELI,필리핀,자본재,건설 서비스,O,null,null
Sta Lucia Land,SLI,필리핀,자본재,건설 서비스,O,null,null
ArthaLand,ALCO,필리핀,자본재,건설 서비스,O,null,null
Da Vinci Capital,DAVIN,필리핀,자본재,건설 – 용품과 비품,O,null,null
Century Properties Group,CPG,필리핀,자본재,건설 서비스,O,null,null
House of Investments,HI,필리핀,자본재,건설 서비스,O,null,null
Crown Equities,CEI,필리핀,자본재,건설 서비스,O,null,null
A Brown Company,BRN,필리핀,자본재,건설 서비스,O,null,null
Concrete Aggregates,CA,필리핀,자본재,건설 – 원자재,O,null,null
Philippine Realty,RLT,필리핀,자본재,건설 서비스,O,null,null
Keppel Philippines,KEP,필리핀,자본재,건설 서비스,O,null,null
TKC Metals,T,필리핀,자본재,건설 – 용품과 비품,O,null,null
Abacore Capital,ABA,필리핀,자본재,건설 서비스,O,null,null
Philippine Estates,PHES,필리핀,자본재,건설 서비스,O,null,null
Abra Mining,AR,필리핀,자본재,건설 – 원자재,O,null,null
Keppel B,KPHB,필리핀,자본재,건설 서비스,O,null,null
Keppel,KPH,필리핀,자본재,건설 서비스,O,null,null
GT Capital,GTCAP,필리핀,경기 민감형 소비재,자동차와 트럭 제조,O,null,null
Solid Group,SGI,필리핀,경기 민감형 소비재,오디오와 비디오 장비,O,null,null
Panasonic Manufacturing,PMPC,필리핀,경기 민감형 소비재,가전과 공구,O,null,null
San Miguel,SMC,필리핀,에너지,석유와 가스 – 통합,O,null,null
Semirara Mining,SCC,필리핀,에너지,석탄,O,null,null
Top Frontier Inv,TFHI,필리핀,에너지,석유와 가스 운용,O,null,null
Pilipinas Shell Petroleum,SHLPH,필리핀,에너지,석유와 가스 운용,O,null,null
Petron,PCOR,필리핀,에너지,석유와 가스 운용,O,null,null
Philex Petroleum,PXP,필리핀,에너지,석유와 가스 운용,O,null,null
Phoenix Petroleum,PNX,필리핀,에너지,석유와 가스 운용,O,null,null
Pryce,PPC,필리핀,에너지,석유와 가스 운용,O,null,null
PetroEnergy Resources,PERC,필리핀,에너지,석유와 가스 운용,O,null,null
Philodrill,OV,필리핀,에너지,석유와 가스 운용,O,null,null
Oriental Petrol,OPM,필리핀,에너지,석유와 가스 운용,O,null,null
Oriental Petrol B,OPMB,필리핀,에너지,석유와 가스 운용,O,null,null
Coal Asia,COAL,필리핀,에너지,석탄,O,null,null
Vulcan,VUL,필리핀,에너지,석유와 가스 – 통합,O,null,null
SOCResources,SOC,필리핀,에너지,석유와 가스 – 통합,O,null,null
Basic Energy,BSC,필리핀,에너지,석유와 가스 – 통합,O,null,null
Phinma Petroleum Geothermal,PPG,필리핀,에너지,석유와 가스 – 통합,O,null,null
Seafront Resources,SPM,필리핀,에너지,석유와 가스 – 통합,O,null,null
Forum Pacific,FPI,필리핀,에너지,석유와 가스 운용,O,null,null
BDO Unibank,BDO,필리핀,금융,지방 은행,O,null,null
Bank of the Philippine Islands,BPI,필리핀,금융,지방 은행,O,null,null
Metropolitan Bank,MBT,필리핀,금융,지방 은행,O,null,null
LT Group,LTG,필리핀,금융,지방 은행,O,null,null
Security Bank,SECB,필리핀,금융,지방 은행,O,null,null
Philtrust Bank,PTC,필리핀,금융,지방 은행,O,null,null
Union Bank,UBP,필리핀,금융,지방 은행,O,null,null
China Banking,CHIB,필리핀,금융,지방 은행,O,null,null
Philippine National Bank,PNB,필리핀,금융,지방 은행,O,null,null
Rizal Commercial Banking,RCB,필리핀,금융,지방 은행,O,null,null
Synergy Grid,SGP,필리핀,금융,다종 금융 서비스,O,null,null
Asia United Bank,AUB,필리핀,금융,지방 은행,O,null,null
East West Banking,EW,필리핀,금융,지방 은행,O,null,null
LBC Express,LBC,필리핀,금융,투자 서비스,O,null,null
Philippine Savings Bank,PSB,필리핀,금융,단기금융시장은행,O,null,null
Philippine Stock Exchange,PSE,필리핀,금융,투자 서비스,O,null,null
Global Ferronickel,FNI,필리핀,금융,투자 서비스,O,null,null
Philippine Business Bank,PBB,필리핀,금융,저축대부조합/저축은행,O,null,null
COL Financial,COL,필리핀,금융,투자 서비스,O,null,null
Philippine Bank of Communications,PBC,필리핀,금융,지방 은행,O,null,null
BDO Leasing,BLFI,필리핀,금융,소비자 금융 서비스,O,null,null
Asiabest Group,ABG,필리핀,금융,다종 금융 서비스,O,null,null
Vantage Equities,V,필리핀,금융,소비자 금융 서비스,O,null,null
National Reinsuranceoration,NRCP,필리핀,금융,보험 (손해),O,null,null
Bright Kindle,BKR,필리핀,금융,소비자 금융 서비스,O,null,null
Lodestar Investment,LIHC,필리핀,금융,다종 금융 서비스,O,null,null
Republic Glass,REG,필리핀,금융,투자 서비스,O,null,null
ISM Communications,ISM,필리핀,금융,다종 금융 서비스,O,null,null
Asia Amalgamated,AAA,필리핀,금융,다종 금융 서비스,O,null,null
BHI,BH,필리핀,금융,다종 금융 서비스,O,null,null
AG Finance,FERRO,필리핀,금융,소비자 금융 서비스,O,null,null
Mabuhay,MHC,필리핀,금융,다종 금융 서비스,O,null,null
Prime Media,PRIM,필리핀,금융,다종 금융 서비스,O,null,null
First Abacus Fin,FAF,필리핀,금융,투자 서비스,O,null,null
Makati Finance,MFIN,필리핀,금융,소비자 금융 서비스,O,null,null
Citystate Savings Bank,CSB,필리핀,금융,지방 은행,O,null,null
Zeus,ZHI,필리핀,금융,다종 금융 서비스,O,null,null
Jackstones,JAS,필리핀,금융,투자 서비스,O,null,null
Filipino Fund,FFI,필리핀,금융,다종 금융 서비스,O,null,null
Medco,MED,필리핀,금융,투자 서비스,O,null,null
Unioil Resources,UNI,필리핀,금융,투자 서비스,O,null,null
Manulife Financial Corporation,MFC,필리핀,금융,보험 (생명),O,null,null
Sun Life Fin.,SLF,필리핀,금융,보험 (생명),O,null,null
Euro-Med Laboratories,EURO,필리핀,보건의료,생물공학 및 약품,O,null,null
Philab Holdings,DNA,필리핀,보건의료,의료 장비와 용품,O,null,null
JG Summit,JGS,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Universal Robina,URC,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Emperador,EMP,필리핀,소비재/ 경기 방어형,음료(알코올성),O,null,null
San Miguel,PF,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
D&L Industries,DNL,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Century Pacific Food,CNPF,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Del Monte Pacific Ltd,DMPL,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Macay,MACAY,필리핀,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
RFM,RFM,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Pepsi Cola Products,PIP,필리핀,소비재/ 경기 방어형,음료 (비알코올성),O,null,null
AgriNurture,ANI,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Central Azucarera de Tarlac,CAT,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Liberty Flour Mills,LFM,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Ginebra San Miguel,GSMI,필리핀,소비재/ 경기 방어형,음료(알코올성),O,null,null
Victorias Milling Company,VMC,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Vitarich,VITA,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Roxas,ROX,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Roxas,RCI,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Alliance Select Foods,FOOD,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Bogo Medellin Milling,BMM,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Millennium Global,MG,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
Swift Foods,SFI,필리핀,소비재/ 경기 방어형,식품 가공,O,null,null
SM Investments,SM,필리핀,서비스,소매(백화점과 할인점),O,null,null
SM Prime,SMPH,필리핀,서비스,부동산 운용,O,null,null
Jollibee Foods,JFC,필리핀,서비스,레스토랑,O,null,null
PLDT,TEL,필리핀,서비스,통신 서비스,O,null,null
Globe Telecom,GLO,필리핀,서비스,통신 서비스,O,null,null
Bloomberry Resorts,BLOOM,필리핀,서비스,카지노와 게임,O,null,null
Megaworld,MEG,필리핀,서비스,부동산 운용,O,null,null
Puregold Price Club,PGOLD,필리핀,서비스,소매(식료잡화),O,null,null
Alliance Global,AGI,필리핀,서비스,부동산 운용,O,null,null
Robinsons Retail,RRHI,필리핀,서비스,소매(식료잡화),O,null,null
Robinsons Land,RLC,필리핀,서비스,부동산 운용,O,null,null
Philippine Seven,SEVN,필리핀,서비스,소매(식료잡화),O,null,null
Vista Land,VLL,필리핀,서비스,부동산 운용,O,null,null
Filinvest Development,FDC,필리핀,서비스,부동산 운용,O,null,null
Travellers Int Hotel,RWM,필리핀,서비스,카지노와 게임,O,null,null
Cosco Capital,COSCO,필리핀,서비스,소매(식료잡화),O,null,null
Melco Resorts,MRP,필리핀,서비스,카지노와 게임,O,null,null
Belle,BEL,필리핀,서비스,부동산 운용,O,null,null
Premium Leisure,PLC,필리핀,서비스,여가 활동,O,null,null
ABS CBN,ABS,필리핀,서비스,방송과 케이블 티브이,O,null,null
Shakey’s Pizza Asia,PIZZA,필리핀,서비스,레스토랑,O,null,null
Berjaya,BCOR,필리핀,서비스,여가 활동,O,null,null
GMA Network,GMA7,필리핀,서비스,방송과 케이블 티브이,O,null,null
Max’s Group,MAXS,필리핀,서비스,레스토랑,O,null,null
Global-Estate Resorts,GERI,필리핀,서비스,부동산 운용,O,null,null
Anchor Land,ALHI,필리핀,서비스,부동산 운용,O,null,null
Prime Orion Phils,POPI,필리핀,서비스,부동산 운용,O,null,null
Shang Properties,SHNG,필리핀,서비스,부동산 운용,O,null,null
Far Eastern University,FEU,필리핀,서비스,학교,O,null,null
STI Education Systems,STI,필리핀,서비스,학교,O,null,null
Metro Retail Stores Group,MRSGI,필리핀,서비스,소매(백화점과 할인점),O,null,null
Cebu,CHI,필리핀,서비스,부동산 운용,O,null,null
MJC Investments,MJIC,필리핀,서비스,카지노와 게임,O,null,null
SSI Group,SSI,필리핀,서비스,소매(의복),O,null,null
Leisure and Resorts World,LR,필리핀,서비스,카지노와 게임,O,null,null
Cebu Landmasters,CLI,필리핀,서비스,부동산 운용,O,null,null
Manila Broadcasting Co,MBC,필리핀,서비스,방송과 케이블 티브이,O,null,null
Primex,PRMX,필리핀,서비스,부동산 운용,O,null,null
Cebu Property B,CPVB,필리핀,서비스,부동산 운용,O,null,null
Cebu Property Ventures,CPV,필리핀,서비스,부동산 운용,O,null,null
IPM,IPM,필리핀,서비스,부동산 운용,O,null,null
Manila Jockey Club,MJC,필리핀,서비스,여가 활동,O,null,null
Pacificonline Systems,LOTO,필리핀,서비스,카지노와 게임,O,null,null
MRC Allied,MRC,필리핀,서비스,부동산 운용,O,null,null
Philippine Racing Club,PRC,필리핀,서비스,여가 활동,O,null,null
Araneta Properties,ARA,필리핀,서비스,부동산 운용,O,null,null
Cityland Development,CDC,필리핀,서비스,부동산 운용,O,null,null
Easycall Communications,ECP,필리핀,서비스,사업 서비스,O,null,null
Paxys,PAX,필리핀,서비스,사업 서비스,O,null,null
Centro Escolar,CEU,필리핀,서비스,학교,O,null,null
Cyber Bay,CYBR,필리핀,서비스,부동산 운용,O,null,null
APC Group,APC,필리핀,서비스,사업 서비스,O,null,null
Anglo Philippine,APO,필리핀,서비스,부동산 운용,O,null,null
ATN Holdings,ATN,필리핀,서비스,부동산 운용,O,null,null
ATN Holdings B,ATNB,필리핀,서비스,부동산 운용,O,null,null
Waterfront Philippines,WPI,필리핀,서비스,호텔과 모텔,O,null,null
Suntrust Home,SUN,필리핀,서비스,렌탈과 리스,O,null,null
F&J Prince,FJP,필리핀,서비스,부동산 운용,O,null,null
F&J Prince B,FJPB,필리핀,서비스,부동산 운용,O,null,null
Manila Bulletin,MB,필리핀,서비스,인쇄와 출판,O,null,null
Italpinas Dev,IDC,필리핀,서비스,부동산 운용,O,null,null
Discovery World,DWC,필리핀,서비스,호텔과 모텔,O,null,null
City and Land Developers,LAND,필리핀,서비스,부동산 운용,O,null,null
IRC Properties,IRC,필리핀,서비스,부동산 운용,O,null,null
IRemit,I,필리핀,서비스,사업 서비스,O,null,null
Transpacific Broadband,TBGI,필리핀,서비스,방송과 케이블 티브이,O,null,null
Grand Plaza Hotel,GPH,필리핀,서비스,호텔과 모텔,O,null,null
Boulevard,BHI,필리핀,서비스,호텔과 모텔,O,null,null
Ever Gotesco,EVER,필리핀,서비스,부동산 운용,O,null,null
Omico,OM,필리핀,서비스,부동산 운용,O,null,null
Acesite Hotel,ACE,필리핀,서비스,호텔과 모텔,O,null,null
Integrated Micro-Electronics,IMI,필리핀,테크놀로지,전자 장비와 제어기,O,null,null
Cirtek,TECH,필리핀,테크놀로지,반도체,O,null,null
Now,NOW,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
iPeople,IPO,필리핀,테크놀로지,컴퓨터 서비스,O,null,null
PhilWeb,WEB,필리핀,테크놀로지,컴퓨터 서비스,O,null,null
Xurpas,X,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
SFA Semicon Philippines,SSP,필리핀,테크놀로지,반도체,O,null,null
DFNN,DFNN,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Ionics,ION,필리핀,테크놀로지,통신 장비,O,null,null
Apollo Global,APL,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Premiere Entertainment,PHA,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
Greenergy,GREEN,필리핀,테크놀로지,반도체,O,null,null
Island Information and Tech,IS,필리핀,테크놀로지,소프트웨어와 프로그래밍,O,null,null
IP E-Game Ventures,EG,필리핀,테크놀로지,컴퓨터 서비스,O,null,null
International Container,ICT,필리핀,운송,다종 운송,O,null,null
PAL,PAL,필리핀,운송,항공사,O,null,null
Cebu Air,CEB,필리핀,운송,항공 우편,O,null,null
2GO Group,2GO,필리핀,운송,수상 운송,O,null,null
MacroAsia,MAC,필리핀,운송,다종 운송,O,null,null
Asian Terminals,ATI,필리핀,운송,다종 운송,O,null,null
Chelsea Logistics,CLC,필리핀,운송,수상 운송,O,null,null
Harbor Star Shipping,TUGS,필리핀,운송,다종 운송,O,null,null
PTFC Redevelop,TFC,필리핀,운송,다종 운송,O,null,null
Wellex Industries,WIN,필리핀,운송,다종 운송,O,null,null
Lorenzo Shipping,LSC,필리핀,운송,다종 운송,O,null,null
Aboitiz Equity,AEV,필리핀,유틸러티,전기 유틸러티,O,null,null
Manila Electric,MER,필리핀,유틸러티,전기 유틸러티,O,null,null
Aboitiz Power,AP,필리핀,유틸러티,전기 유틸러티,O,null,null
Metro Pacific Inv,MPI,필리핀,유틸러티,전기 유틸러티,O,null,null
Energy Development,EDC,필리핀,유틸러티,전기 유틸러티,O,null,null
First Gen,FGEN,필리핀,유틸러티,전기 유틸러티,O,null,null
Manila Water,MWC,필리핀,유틸러티,수도 유틸러티,O,null,null
First Philippine,FPH,필리핀,유틸러티,전기 유틸러티,O,null,null
Vivant,VVT,필리핀,유틸러티,전기 유틸러티,O,null,null
Lopez,LPZ,필리핀,유틸러티,전기 유틸러티,O,null,null
Alsons Consolidated,ACR,필리핀,유틸러티,전기 유틸러티,O,null,null
SPC Power,SPC,필리핀,유틸러티,전기 유틸러티,O,null,null
Phima Energy,PHEN,필리핀,유틸러티,전기 유틸러티,O,null,null
Jolliville,JOH,필리핀,유틸러티,전기 유틸러티,O,null,null
Philippine H2O Ventures,H2O,필리핀,유틸러티,수도 유틸러티,O,null,null
Hi P International Ltd,HIPI,싱가포르,기초 소재,조립식 플라스틱과 고무,O,null,null
HALCYON Agri Corp Ltd,HALC,싱가포르,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Straits Trading Company Ltd,STCM,싱가포르,기초 소재,금속 광업,O,null,null
China Sunsine Chemical Holdings Ltd,CHSN,싱가포르,기초 소재,화학제조,O,null,null
Delong Holdings,DELO,싱가포르,기초 소재,철과 철강,O,null,null
Midas Holdings Ltd,MIDA,싱가포르,기초 소재,다종 조립 제품,O,null,null
Kingboard Copper Foil Holdings Ltd,KCFH,싱가포르,기초 소재,다종 조립 제품,O,null,null
Nordic Group Ltd,NRGL,싱가포르,기초 소재,다종 조립 제품,O,null,null
UPP Holdings Ltd,UPPS,싱가포르,기초 소재,종이와 종이 제품,O,null,null
Alliance Mineral Assets Ltd,ALLI,싱가포르,기초 소재,금속 광업,O,null,null
Lee Metal Group Ltd,LEEM,싱가포르,기초 소재,철과 철강,O,null,null
Tai Sin Electric Ltd,TAIS,싱가포르,기초 소재,다종 조립 제품,O,null,null
LTC Corp,LTCL,싱가포르,기초 소재,철과 철강,O,null,null
Fu Yu Corporation Ltd,FUYU,싱가포르,기초 소재,화학 제품 – 플라스틱과 고무,O,null,null
Samurai 2K Aerosol,SAMR,싱가포르,기초 소재,화학제조,O,null,null
Hanwell Holdings Ltd,HANW,싱가포르,기초 소재,종이와 종이 제품,O,null,null
Wilton Resources Corporation Ltd,WILT,싱가포르,기초 소재,금과 은,O,null,null
Tat Seng Packaging Group Ltd,TASE,싱가포르,기초 소재,컨테이너와 포장,O,null,null
Jiutian Chemical Group Ltd,JUTN,싱가포르,기초 소재,화학제조,O,null,null
HupSteel Ltd,HUPS,싱가포르,기초 소재,다종 조립 제품,O,null,null
New Toyo International Holdings Ltd,NTYO,싱가포르,기초 소재,컨테이너와 포장,O,null,null
CNMC Goldmine Holdings Ltd,CNMC,싱가포르,기초 소재,금과 은,O,null,null
Yorkshine Holdings,YORK,싱가포르,기초 소재,다종 조립 제품,O,null,null
Dutech Holdings Ltd,DTHL,싱가포르,기초 소재,다종 조립 제품,O,null,null
Soo Kee Group Ltd,SOOK,싱가포르,기초 소재,다종 조립 제품,O,null,null
Allied Technologies Ltd,ALLT,싱가포르,기초 소재,다종 조립 제품,O,null,null
Kencana Agri Ltd,KCAL,싱가포르,기초 소재,임업과 목재 제품,O,null,null
Asia Enterprises Holding Ltd,AEHL,싱가포르,기초 소재,다종 조립 제품,O,null,null
Dynamic Colours,DYCL,싱가포르,기초 소재,조립식 플라스틱과 고무,O,null,null
Oriental Group Ltd,ORIE,싱가포르,기초 소재,철과 철강,O,null,null
Southern Packaging,SOUT,싱가포르,기초 소재,컨테이너와 포장,O,null,null
Sin Ghee Huat Corp Ltd,SGHC,싱가포르,기초 소재,다종 조립 제품,O,null,null
MegaChem Ltd,MEGA,싱가포르,기초 소재,화학제조,O,null,null
HG Metal Manufacturing Ltd,HGMM,싱가포르,기초 소재,다종 조립 제품,O,null,null
